NAME:  Gene20_20
TYPE: txt
COMMENT: 20 genes problem 
DIMENSION:  20
EDGE_WEIGHT_TYPE: EXPLICIT
EDGE_WEIGHT_FORMAT: FULL_MATRIX
EDGE_WEIGHT_SECTION
0.000000	0.400000	0.350000	0.300000	0.500000	0.400000	0.300000	0.300000	0.200000	0.300000	0.650000	0.350000	0.350000	0.450000	0.400000	0.250000	0.350000	0.350000	0.400000	0.500000
0.600000	0.000000	0.400000	0.550000	0.450000	0.350000	0.500000	0.500000	0.450000	0.500000	0.650000	0.650000	0.450000	0.600000	0.550000	0.550000	0.550000	0.400000	0.450000	0.500000
0.650000	0.600000	0.000000	0.450000	0.550000	0.400000	0.350000	0.650000	0.450000	0.450000	0.600000	0.500000	0.450000	0.450000	0.550000	0.400000	0.450000	0.400000	0.450000	0.500000
0.700000	0.450000	0.550000	0.000000	0.650000	0.400000	0.600000	0.650000	0.450000	0.450000	0.700000	0.750000	0.450000	0.650000	0.750000	0.600000	0.500000	0.600000	0.500000	0.600000
0.500000	0.550000	0.450000	0.350000	0.000000	0.300000	0.500000	0.550000	0.450000	0.400000	0.650000	0.550000	0.550000	0.600000	0.650000	0.400000	0.500000	0.350000	0.500000	0.400000
0.600000	0.650000	0.600000	0.600000	0.700000	0.000000	0.600000	0.650000	0.500000	0.550000	0.900000	0.650000	0.700000	0.650000	0.600000	0.500000	0.600000	0.450000	0.500000	0.650000
0.700000	0.500000	0.650000	0.400000	0.500000	0.400000	0.000000	0.550000	0.450000	0.450000	0.550000	0.600000	0.500000	0.600000	0.600000	0.500000	0.450000	0.450000	0.350000	0.450000
0.700000	0.500000	0.350000	0.350000	0.450000	0.350000	0.450000	0.000000	0.450000	0.400000	0.550000	0.450000	0.400000	0.600000	0.600000	0.550000	0.550000	0.350000	0.400000	0.400000
0.800000	0.550000	0.550000	0.550000	0.550000	0.500000	0.550000	0.550000	0.000000	0.500000	0.700000	0.600000	0.600000	0.550000	0.600000	0.450000	0.550000	0.400000	0.450000	0.550000
0.700000	0.500000	0.550000	0.550000	0.600000	0.450000	0.550000	0.600000	0.500000	0.000000	0.650000	0.550000	0.550000	0.550000	0.600000	0.500000	0.500000	0.450000	0.500000	0.600000
0.350000	0.350000	0.400000	0.300000	0.350000	0.100000	0.450000	0.450000	0.300000	0.350000	0.000000	0.550000	0.350000	0.350000	0.600000	0.350000	0.450000	0.300000	0.300000	0.400000
0.650000	0.350000	0.500000	0.250000	0.450000	0.350000	0.400000	0.550000	0.400000	0.450000	0.450000	0.000000	0.300000	0.450000	0.500000	0.500000	0.400000	0.450000	0.400000	0.400000
0.650000	0.550000	0.550000	0.550000	0.450000	0.300000	0.500000	0.600000	0.400000	0.450000	0.650000	0.700000	0.000000	0.550000	0.450000	0.550000	0.450000	0.350000	0.350000	0.400000
0.550000	0.400000	0.550000	0.350000	0.400000	0.350000	0.400000	0.400000	0.450000	0.450000	0.650000	0.550000	0.450000	0.000000	0.550000	0.450000	0.350000	0.300000	0.350000	0.450000
0.600000	0.450000	0.450000	0.250000	0.350000	0.400000	0.400000	0.400000	0.400000	0.400000	0.400000	0.500000	0.550000	0.450000	0.000000	0.500000	0.400000	0.250000	0.300000	0.400000
0.750000	0.450000	0.600000	0.400000	0.600000	0.500000	0.500000	0.450000	0.550000	0.500000	0.650000	0.500000	0.450000	0.550000	0.500000	0.000000	0.400000	0.350000	0.650000	0.600000
0.650000	0.450000	0.550000	0.500000	0.500000	0.400000	0.550000	0.450000	0.450000	0.500000	0.550000	0.600000	0.550000	0.650000	0.600000	0.600000	0.000000	0.500000	0.450000	0.500000
0.650000	0.600000	0.600000	0.400000	0.650000	0.550000	0.550000	0.650000	0.600000	0.550000	0.700000	0.550000	0.650000	0.700000	0.750000	0.650000	0.500000	0.000000	0.600000	0.650000
0.600000	0.550000	0.550000	0.500000	0.500000	0.500000	0.650000	0.600000	0.550000	0.500000	0.700000	0.600000	0.650000	0.650000	0.700000	0.350000	0.550000	0.400000	0.000000	0.500000
0.500000	0.500000	0.500000	0.400000	0.600000	0.350000	0.550000	0.600000	0.450000	0.400000	0.600000	0.600000	0.600000	0.550000	0.600000	0.400000	0.500000	0.350000	0.500000	0.000000
EOF
